CHROMOSOME	START_POS	END_POS	STRAND	GENE	OVERLAP
chr7	2577443	2595392	-	BRAT1	N
chr7	2598605	2654368	+	IQCE	N
chr7	2671602	2704436	+	TTYH3	N
chr7	2719155	2804759	+	AMZ1	Y
chr7	2767740	2883959	-	GNA12	Y
chr7	2945709	3083579	-	CARD11	N
chr7	3180564	3198206	-	LOC100129603	N
chr7	3341079	4308631	+	SDK1	N
chr7	4721929	4811074	+	FOXK1	N
chr7	4815261	4834026	+	AP5Z1	Y
chr7	4828195	4828270	-	MIR4656	Y
chr7	4838739	4923335	-	RADIL	Y
chr7	4897368	4901625	-	PAPOLB	Y
chr7	4931875	4998844	-	MMD2	N
chr7	5013615	5037800	+	RNF216P1	N
chr7	5085451	5109119	+	RBAK	Y
chr7	5085451	5112854	+	RBAK-RBAKDN	Y
chr7	5111690	5112854	+	RBAKDN	Y
chr7	5160940	5184177	-	ZNF890P	N
chr7	5229834	5273486	+	WIPI2	N
chr7	5322560	5343704	+	SLC29A4	N
chr7	5346422	5463177	-	TNRC18	N
chr7	5515427	5553429	-	FBXL18	Y
chr7	5535449	5535548	-	MIR589	Y
chr7	5553484	5565176	+	LOC221946	N
chr7	5566778	5570232	-	ACTB	N
chr7	5632435	5646287	+	FSCN1	N
chr7	5659671	5821361	-	RNF216	Y
chr7	5702062	5720092	-	RNF216-IT1	Y
chr7	5751470	5751541	-	MIR6874	Y
chr7	5862790	5894066	+	ZNF815P	N
chr7	5920428	5925994	+	OCM	N
chr7	5938340	5965603	+	CCZ1	N
chr7	5965776	6010314	-	RSPH10B	Y
chr7	5965776	6010314	-	RSPH10B2	Y
chr7	6010555	6048737	-	PMS2	N
chr7	6048881	6063465	+	AIMP2	Y
chr7	6061877	6098860	-	EIF2AK1	Y
chr7	6071006	6076183	+	ANKRD61	Y
chr7	6144549	6201195	+	USP42	N
chr7	6201411	6312242	-	CYTH3	N
chr7	6369039	6388590	-	FAM220A	N
chr7	6414125	6443598	+	RAC1	N
chr7	6448746	6487643	-	DAGLB	N
chr7	6500711	6523849	-	KDELR2	N
chr7	6536408	6591067	-	GRID2IP	N
chr7	6617064	6628610	+	ZDHHC4	N
chr7	6629651	6648357	+	C7orf26	N
chr7	6655526	6663921	+	ZNF853	N
chr7	6676952	6697910	+	ZNF316	N
chr7	6728063	6746566	-	ZNF12	N
chr7	6774935	6791232	+	PMS2CL	N
chr7	6793739	6838396	+	RSPH10B2	Y
chr7	6793739	6838396	+	RSPH10B	Y
chr7	6838565	6865926	-	CCZ1B	N
chr7	7106594	7106676	-	MIR3683	N
chr7	7115400	7136417	-	LOC100131257	N
chr7	7222245	7288280	+	C1GALT1	N
chr7	7294784	7317700	+	LOC101927354	N
chr7	7398243	7575460	-	COL28A1	N
chr7	7589734	7605696	-	LOC101927391	N
chr7	7606615	7647110	+	MIOS	N
chr7	7676193	7758238	-	RPA3	Y
chr7	7680266	7918851	+	UMAD1	Y
chr7	7989469	8008383	-	LOC100505921	Y
chr7	8008373	8128709	+	GLCCI1	Y
chr7	8152814	8302242	-	ICA1	Y
chr7	8301854	8382911	+	LOC100505938	Y
chr7	8473584	8792593	+	NXPH1	N
chr7	9673899	9675447	+	PER4	N
chr7	10971579	10979813	-	NDUFA4	N
chr7	11013498	11209250	+	PHF14	N
chr7	11410061	11871824	-	THSD7A	N
chr7	12250847	12276890	+	TMEM106B	N
chr7	12370508	12443852	-	VWDE	N
chr7	12536054	12580761	+	LOC102725191	N
chr7	12610202	12693228	+	SCIN	N
chr7	12726451	12730558	+	ARL4A	N
chr7	13930855	14031050	-	ETV1	N
chr7	14184673	14881075	-	DGKB	N
chr7	15239942	15601640	-	AGMO	N
chr7	15650836	15726308	-	MEOX2	Y
chr7	15707571	15721604	+	LOC105375166	Y
chr7	15728002	15736517	+	MEOX2-AS1	N
chr7	16127151	16460947	-	ISPD	Y
chr7	16250110	16310229	+	ISPD-AS1	Y
chr7	16501105	16505474	-	SOSTDC1	N
chr7	16566504	16621114	+	LRRC72	N
chr7	16639400	16685442	-	ANKMY2	N
chr7	16685758	16746148	+	BZW2	N
chr7	16793350	16824161	+	TSPAN13	N
chr7	16832263	16844738	-	AGR2	N
chr7	16899029	16921613	-	AGR3	N
chr7	17338275	17385775	+	AHR	N
chr7	17414540	17506880	+	KCCAT333	Y
chr7	17503068	17598533	-	LOC101927630	Y
chr7	17830384	17980131	-	SNX13	N
chr7	18066399	18067486	-	PRPS1L1	N
chr7	18126564	19042037	+	HDAC9	Y
chr7	18166842	18166932	-	MIR1302-6	Y
chr7	19155090	19157295	-	TWIST1	N
chr7	19184404	19185044	-	FERD3L	N
chr7	19735084	19748660	-	TWISTNB	Y
chr7	19744980	19745059	-	MIR3146	Y
chr7	19758937	19812404	-	TMEM196	N
chr7	19958603	20180049	-	LOC101927668	Y
chr7	20174278	20257013	-	MACC1	Y
chr7	20181538	20193154	+	MACC1-AS1	Y
chr7	20257199	20261322	+	LOC100506098	N
chr7	20336330	20351335	+	LOC101927769	N
chr7	20367923	20371385	-	LOC101927811	Y
chr7	20370724	20455382	+	ITGB8	Y
chr7	20655244	20796637	+	ABCB5	N
chr7	20821893	20826508	-	SP8	N
chr7	20866916	20867439	+	RPL23P8	N
chr7	20875049	21061771	+	LINC01162	N
chr7	21467651	21554440	+	SP4	Y
chr7	21510675	21510764	+	MIR1183	Y
chr7	21582832	21941186	+	DNAH11	Y
chr7	21940516	21985542	-	CDCA7L	Y
chr7	22157907	22396533	-	RAPGEF5	N
chr7	22459062	22539901	-	STEAP1B	N
chr7	22602955	22613617	+	LOC100506178	N
chr7	22689578	22705152	-	LOC401312	N
chr7	22765013	22767239	-	LOC541472	Y
chr7	22766760	22771621	+	IL6	Y
chr7	22852250	22862471	-	TOMM7	N
chr7	22896231	22896305	+	SNORD93	N
chr7	22980877	23053770	-	FAM126A	N
chr7	23140846	23145322	-	KLHL7-AS1	N
chr7	23145352	23215038	+	KLHL7	N
chr7	23221445	23240630	+	NUPL2	N
chr7	23286315	23314729	+	GPNMB	N
chr7	23338939	23349180	+	MALSU1	N
chr7	23349827	23509995	-	IGF2BP3	N
chr7	23530006	23531031	+	RPS2P32	N
chr7	23544400	23571660	-	TRA2A	N
chr7	23624334	23626146	-	CLK2P1	N
chr7	23636997	23684327	+	CCDC126	N
chr7	23719732	23742269	+	FAM221A	N
chr7	23749785	23872130	+	STK31	N
chr7	24323806	24331484	+	NPY	N
chr7	24612964	24733322	+	MPP6	N
chr7	24737973	24797639	-	DFNA5	N
chr7	24836155	25019831	-	OSBPL3	N
chr7	25158269	25164980	-	CYCS	N
chr7	25174315	25219817	-	C7orf31	N
chr7	25264190	25268105	-	NPVF	N
chr7	25989538	25989606	-	MIR148A	N
chr7	26191846	26226756	+	NFE2L3	N
chr7	26229555	26240413	-	HNRNPA2B1	N
chr7	26240830	26253227	+	CBX3	N
chr7	26331514	26413950	+	SNX10	Y
chr7	26411638	26439038	-	LOC105375304	Y
chr7	26443107	26535986	+	LOC441204	N
chr7	26572739	26578444	-	KIAA0087	N
chr7	26677489	26686889	+	C7orf71	N
chr7	26706680	26904362	-	SKAP2	N
chr7	27132613	27135625	-	HOXA1	N
chr7	27135712	27139877	+	HOTAIRM1	N
chr7	27139972	27142394	-	HOXA2	N
chr7	27145808	27166639	-	HOXA3	Y
chr7	27161537	27168379	+	HOXA-AS2	Y
chr7	27168125	27170399	-	HOXA4	Y
chr7	27179982	27195547	+	HOXA-AS3	Y
chr7	27180670	27183287	-	HOXA5	Y
chr7	27185201	27187393	-	HOXA6	Y
chr7	27193337	27196296	-	HOXA7	Y
chr7	27202056	27205149	-	HOXA9	Y
chr7	27202056	27219880	-	HOXA10-HOXA9	Y
chr7	27208517	27211534	+	HOXA10-AS	Y
chr7	27209098	27209182	-	MIR196B	Y
chr7	27210209	27219880	-	HOXA10	Y
chr7	27220775	27224835	-	HOXA11	N
chr7	27225026	27228912	+	HOXA11-AS	N
chr7	27236498	27239725	-	HOXA13	N
chr7	27240039	27246878	+	HOTTIP	N
chr7	27281047	27286848	-	EVX1-AS	Y
chr7	27282163	27287438	+	EVX1	Y
chr7	27565058	27702620	-	HIBADH	Y
chr7	27655592	27667111	+	TSL	Y
chr7	27778991	27869386	+	TAX1BP1	N
chr7	27870192	28220437	-	JAZF1	Y
chr7	28220075	28280996	+	JAZF1-AS1	Y
chr7	28338939	28865511	+	CREB5	N
chr7	28992973	28998029	-	TRIL	N
chr7	29019582	29052985	+	LOC100506497	Y
chr7	29035246	29186153	-	CPVL	Y
chr7	29164648	29167788	+	LOC101928168	Y
chr7	29186162	29553951	+	CHN2	Y
chr7	29238655	29248586	-	LOC102724484	Y
chr7	29603426	29606911	+	PRR15	N
chr7	29685537	29724754	-	LOC646762	Y
chr7	29720349	29720444	-	MIR550A3	Y
chr7	29724387	29725437	-	ZNRF2P2	Y
chr7	29724769	29727859	+	DPY19L2P3	Y
chr7	29846169	29956682	+	WIPF3	N
chr7	29959718	30029905	-	SCRN1	N
chr7	30050198	30066417	-	FKBP14	N
chr7	30067976	30157961	+	PLEKHA8	N
chr7	30174551	30202381	+	MTURN	N
chr7	30287044	30325701	-	LOC105375218	Y
chr7	30323922	30407308	+	ZNRF2	Y
chr7	30329409	30329506	-	MIR550B1	Y
chr7	30329409	30329506	+	MIR550A1	Y
chr7	30409665	30412410	+	DKFZP586I1420	N
chr7	30430500	30443670	+	LINC01176	N
chr7	30464142	30518393	-	NOD1	N
chr7	30536236	30544457	-	GGCT	N
chr7	30587972	30617395	-	LOC401320	N
chr7	30634350	30673648	+	GARS	N
chr7	30691558	30739719	-	CRHR2	N
chr7	30791750	30797218	+	INMT	Y
chr7	30791750	30932002	+	INMT-FAM188B	Y
chr7	30811032	30932002	+	FAM188B	Y
chr7	30951414	30965131	+	AQP1	N
chr7	31003635	31019146	+	GHRHR	N
chr7	31092075	31151093	+	ADCYAP1R1	N
chr7	31377074	31380538	-	NEUROD6	N
chr7	31553684	31698334	+	CCDC129	N
chr7	31726630	31748069	+	PPP1R17	N
chr7	31790792	32467836	-	PDE1C	N
chr7	32496509	32498106	-	LOC100130673	N
chr7	32524944	32534870	-	LSM5	N
chr7	32535037	32628353	+	AVL9	Y
chr7	32620552	32758780	-	DPY19L1P1	Y
chr7	32767561	32769595	+	ZNRF2P1	N
chr7	32772592	32772689	-	MIR550B2	Y
chr7	32772592	32772689	+	MIR550A2	Y
chr7	32797897	32802536	+	LINC00997	N
chr7	32865913	32878356	+	DPY19L1P2	N
chr7	32907777	32931468	-	KBTBD2	N
chr7	32956426	32982782	-	RP9P	N
chr7	32997015	33046543	+	FKBP9	N
chr7	33053724	33102409	-	NT5C3A	N
chr7	33134409	33149002	-	RP9	N
chr7	33169151	33645680	+	BBS9	N
chr7	33944522	34195484	+	BMPER	N
chr7	34386123	34873943	-	NPSR1-AS1	Y
chr7	34697850	34917944	+	NPSR1	Y
chr7	34968492	35077653	-	DPY19L1	N
chr7	35120898	35225774	-	DPY19L2P1	N
chr7	35242041	35293711	-	TBX20	N
chr7	35353465	35416086	+	LOC401324	N
chr7	35672269	35734772	-	HERPUD2	N
chr7	35734815	35739022	+	LOC101930085	N
chr7	35756046	35759322	+	LOC100506725	N
chr7	35794573	35840235	-	SEPT7-AS1	N
chr7	35840595	35946715	+	SEPT7	N
chr7	36134919	36140262	+	LOC101928618	N
chr7	36192835	36341152	+	EEPD1	N
chr7	36363758	36429734	-	KIAA0895	Y
chr7	36429411	36493401	+	ANLN	Y
chr7	36552548	36764154	-	AOAH	Y
chr7	36637439	36639726	-	AOAH-IT1	Y
chr7	36892510	37488929	-	ELMO1	Y
chr7	36958961	36959037	-	MIR1200	Y
chr7	37037400	37053235	+	ELMO1-AS1	Y
chr7	37779995	37780913	+	GPR141	N
chr7	37888198	37940002	+	NME8	N
chr7	37945534	37956525	-	SFRP4	N
chr7	37960162	37991542	+	EPDR1	N
chr7	38217807	38270272	+	STARD3NL	N
chr7	38299243	38313248	-	TARP	N
chr7	38381177	38418238	+	TRG-AS1	N
chr7	38423296	38671167	-	AMPH	N
chr7	38724945	38726689	-	FAM183BP	N
chr7	38763542	38948800	-	VPS41	N
chr7	39017608	39504390	+	POU6F2	Y
chr7	39444197	39445945	-	POU6F2-AS1	Y
chr7	39605974	39651688	+	YAE1D1	N
chr7	39663151	39747723	+	RALA	N
chr7	39773166	39834222	+	LINC00265	N
chr7	39989958	40136733	+	CDK13	N
chr7	40172341	40174251	-	MPLKIP	N
chr7	40174574	40900366	+	SUGCT	N
chr7	41004276	41019537	-	LINC01450	N
chr7	41141201	41173099	+	LINC01449	N
chr7	41728600	41742706	-	INHBA	Y
chr7	41733513	41818976	+	INHBA-AS1	Y
chr7	42000547	42276618	-	GLI3	N
chr7	42701325	42746046	-	LINC01448	N
chr7	42948871	42951689	-	C7orf25	N
chr7	42956461	42971805	-	PSMA2	N
chr7	42971938	42977453	+	MRPL32	N
chr7	43152197	43602938	+	HECW1	Y
chr7	43157494	43202786	+	HECW1-IT1	Y
chr7	43190493	43190593	+	MIR3943	Y
chr7	43548326	43562141	-	LOC100506895	Y
chr7	43622691	43666978	+	STK17A	Y
chr7	43648054	43769140	-	COA1	Y
chr7	43798271	43846941	+	BLVRA	N
chr7	43906156	43909145	-	MRPS24	Y
chr7	43906156	43946231	-	URGCP-MRPS24	Y
chr7	43915492	43966010	-	URGCP	Y
chr7	43966034	43995735	+	UBE2D4	Y
chr7	43980493	44058793	-	POLR2J4	Y
chr7	44040488	44049723	+	SPDYE1	Y
chr7	44068485	44080222	-	RASA4CP	Y
chr7	44078647	44083895	+	LINC00957	Y
chr7	44084238	44101316	+	DBNL	Y
chr7	44091364	44091428	+	MIR6837	Y
chr7	44102325	44105186	-	PGAM2	N
chr7	44111660	44122139	-	POLM	Y
chr7	44112976	44113032	-	MIR6838	Y
chr7	44143959	44154164	+	AEBP1	Y
chr7	44150447	44150511	+	MIR4649	Y
chr7	44154278	44163169	-	POLD2	N
chr7	44178462	44180916	-	MYL7	N
chr7	44183869	44229022	-	GCK	N
chr7	44240577	44253893	+	YKT6	N
chr7	44256748	44365230	-	CAMK2B	N
chr7	44421964	44530385	-	NUDCD3	N
chr7	44552134	44580914	-	NPC1L1	N
chr7	44605015	44614137	-	DDX56	N
chr7	44617493	44621894	-	TMED4	N
chr7	44646120	44748669	+	OGDH	N
chr7	44788164	44809479	+	ZMIZ2	N
chr7	44836234	44842722	+	PPIA	N
chr7	44866487	44887725	-	H2AFV	N
chr7	44915891	44924984	-	PURB	Y
chr7	44921346	44921399	-	MIR4657	Y
chr7	45002259	45018704	-	MYO1G	N
chr7	45022626	45026259	-	SNHG15	Y
chr7	45024976	45025109	-	SNORA9	Y
chr7	45039344	45116069	+	CCM2	N
chr7	45120035	45128493	-	NACAD	N
chr7	45139698	45151346	-	TBRG4	Y
chr7	45143947	45144081	-	SNORA5A	Y
chr7	45144504	45144641	-	SNORA5C	Y
chr7	45145566	45145698	-	SNORA5B	Y
chr7	45197366	45223850	+	RAMP3	N
chr7	45613738	45762714	+	ADCY1	N
chr7	45763385	45808617	-	SEPT7P2	N
chr7	45927958	45933267	+	IGFBP1	N
chr7	45951843	45960871	-	IGFBP3	N
chr7	46727476	46736720	-	LOC730338	N
chr7	47314751	47621742	-	TNS3	N
chr7	47661536	47669491	+	LINC01447	N
chr7	47694841	47701246	+	C7orf65	N
chr7	47801073	47806370	+	LINC00525	N
chr7	47814249	47988071	-	PKD1L1	Y
chr7	47834888	47859444	+	C7orf69	Y
chr7	48002884	48019222	-	HUS1	N
chr7	48026745	48068716	-	SUN3	N
chr7	48075107	48100894	+	C7orf57	N
chr7	48128199	48148330	+	UPP1	N
chr7	48211056	48687091	+	ABCA13	N
chr7	48964156	48967049	+	CDC14C	N
chr7	49813256	49961546	+	VWC2	N
chr7	49977023	50132860	-	ZPBP	N
chr7	50135681	50198852	+	C7orf72	N
chr7	50343678	50472798	+	IKZF1	N
chr7	50511826	50518088	-	FIGNL1	N
chr7	50526133	50633154	-	DDC	Y
chr7	50599456	50611161	+	DDC-AS1	Y
chr7	50657759	50861159	-	GRB10	N
chr7	51083908	51384515	-	COBL	N
chr7	53103348	53104618	+	POM121L12	N
chr7	53723201	53879624	-	LINC01446	N
chr7	54268916	54270114	-	HPVC1	N
chr7	54398389	54417538	+	LINC01445	N
chr7	54610017	54638773	+	VSTM2A	Y
chr7	54624662	54639419	+	VSTM2A-OT1	Y
chr7	54819939	54826939	-	SEC61G	N
chr7	54827005	54872656	+	LOC100996654	N
chr7	55086724	55275031	+	EGFR	Y
chr7	55247442	55256642	-	EGFR-AS1	Y
chr7	55306128	55323328	-	ELDR	N
chr7	55433140	55501435	+	LANCL2	N
chr7	55538300	55640213	-	VOPP1	N
chr7	55748766	55772260	-	FKBP9P1	N
chr7	55861236	55930482	-	SEPT14	N
chr7	55954969	56009918	+	ZNF713	N
chr7	56019610	56023033	+	MRPS17	N
chr7	56032269	56067875	+	GBAS	N
chr7	56078743	56119268	-	PSPH	N
chr7	56119377	56131682	+	CCT6A	Y
chr7	56128162	56128295	+	SNORA15	Y
chr7	56131916	56148365	+	SUMF2	Y
chr7	56147975	56160689	-	PHKG1	Y
chr7	56169254	56174323	-	CHCHD2	N
chr7	56182373	56184090	-	NUPR2	N
chr7	56491396	56516068	-	LOC650226	N
chr7	56549797	56551012	-	LOC100240728	N
chr7	56563915	56564977	+	DKFZp434L192	N
chr7	56601922	56605823	-	LOC101928401	N
chr7	56876816	56880429	-	LOC401357	N
chr7	56943077	56949839	-	LOC100130849	N
chr7	57023491	57023571	-	MIR4283-2	Y
chr7	57023491	57023571	-	MIR4283-1	Y
chr7	57187325	57207571	-	ZNF479	N
chr7	57233376	57247863	-	GUSBP10	N
chr7	57288875	57289881	-	LOC105375297	N
chr7	57472730	57472796	+	MIR3147	N
chr7	57509882	57533265	+	ZNF716	N
chr7	62751669	62764434	-	ZNF733P	N
chr7	62807179	62810444	-	LOC102724738	Y
chr7	62809447	62812152	+	LOC100287834	Y
chr7	62809447	62812152	+	LOC100287704	Y
chr7	63484795	63490480	-	LINC01005	N
chr7	63505820	63538927	+	ZNF727	N
chr7	63667580	63680668	+	ZNF735	N
chr7	63688851	63727309	+	ZNF679	N
chr7	63774250	63817012	+	ZNF736	N
chr7	63894070	63895895	+	YWHAEP1	N
chr7	63980254	64023505	-	ZNF680	N
chr7	64035072	64078967	+	LOC100128885	Y
chr7	64042987	64044129	+	LOC641746	Y
chr7	64126460	64171960	+	ZNF107	Y
chr7	64139441	64139554	+	MIR6839	Y
chr7	64254765	64314178	+	ZNF138	N
chr7	64363619	64391955	+	ZNF273	N
chr7	64434829	64451414	-	ZNF117	Y
chr7	64450732	64467124	-	ERV3-1	Y
chr7	64498731	64535091	+	CCT6P3	N
chr7	64838711	64866048	+	ZNF92	N
chr7	65111923	65235797	-	LOC441242	Y
chr7	65112766	65183667	+	INTS4P2	Y
chr7	65216091	65228662	+	CCT6P1	Y
chr7	65220512	65220646	+	SNORA22	Y
chr7	65338256	65424550	+	VKORC1L1	N
chr7	65425671	65447301	-	GUSB	N
chr7	65540775	65558329	+	ASL	N
chr7	65579804	65619553	+	CRCP	N
chr7	65670258	65825438	+	TPST1	N
chr7	65841030	65865395	-	LINC00174	N
chr7	65958618	65960461	+	GS1-124K5.4	N
chr7	65995291	66057394	-	GS1-124K5.11	N
chr7	66093867	66108216	+	KCTD7	N
chr7	66119505	66134589	+	LOC100996437	N
chr7	66147077	66276448	+	RABGEF1	Y
chr7	66274979	66309813	-	GTF2IRD1P1	Y
chr7	66312436	66349260	+	GTF2IP23	N
chr7	66369106	66371284	+	LOC644794	N
chr7	66386202	66423538	+	TMEM248	N
chr7	66452689	66460588	-	SBDS	N
chr7	66461791	66704507	+	TYW1	Y
chr7	66579308	66579384	-	MIR4650-2	Y
chr7	66579308	66579384	-	MIR4650-1	Y
chr7	66741117	66767429	-	PMS2P4	N
chr7	66767624	66786513	+	STAG3L4	N
chr7	66800962	66805012	+	LINC01372	N
chr7	67485239	67497677	+	LOC102723427	N
chr7	69061123	69062481	-	LOC100507468	N
chr7	69063904	70258054	+	AUTS2	N
chr7	70597522	71178586	+	WBSCR17	Y
chr7	70772657	70772756	-	MIR3914-1	Y
chr7	70772659	70772754	+	MIR3914-2	Y
chr7	71244475	71877360	-	CALN1	N
chr7	72039491	72298813	-	TYW1B	N
chr7	72299951	72307978	+	SBDSP1	N
chr7	72333320	72339656	-	SPDYE7P	N
chr7	72349905	72421979	+	POM121	Y
chr7	72418831	72425302	-	NSUN5P2	Y
chr7	72430015	72439997	-	TRIM74	N
chr7	72440164	72443674	+	LOC541473	Y
chr7	72440212	72443674	+	LOC100101148	Y
chr7	72467817	72476448	-	STAG3L1	Y
chr7	72467817	72476466	-	STAG3L3	Y
chr7	72476602	72486904	+	PMS2P7	Y
chr7	72476618	74336166	+	PMS2P5	Y
chr7	72476643	72491707	+	PMS2P2	Y
chr7	72490259	72500309	-	SPDYE8P	Y
chr7	72569011	72621336	+	GTF2IP4	Y
chr7	72569016	72621336	+	GTF2IP1	Y
chr7	72634673	72649979	+	NCF1B	Y
chr7	72716512	72722864	-	NSUN5	Y
chr7	72726531	72742085	-	TRIM50	Y
chr7	72742154	72772646	+	FKBP6	Y
chr7	72848108	72850450	+	FZD9	Y
chr7	72854727	72936615	-	BAZ1B	Y
chr7	72950682	72972065	-	BCL7B	Y
chr7	72983276	72993013	-	TBL2	Y
chr7	73007523	73038873	-	MLXIPL	Y
chr7	73082173	73086440	+	VPS37D	Y
chr7	73095247	73097781	-	DNAJC30	Y
chr7	73097897	73112551	+	WBSCR22	Y
chr7	73113534	73134017	-	STX1A	Y
chr7	73125646	73125727	+	MIR4284	Y
chr7	73149398	73150330	+	ABHD11-AS1	Y
chr7	73150424	73153197	-	ABHD11	Y
chr7	73183326	73184600	-	CLDN3	Y
chr7	73245192	73247023	+	CLDN4	Y
chr7	73248920	73256855	-	WBSCR27	Y
chr7	73275488	73280223	+	WBSCR28	Y
chr7	73442118	73484236	+	ELN	Y
chr7	73498106	73536855	+	LIMK1	Y
chr7	73588705	73611429	+	EIF4H	Y
chr7	73605527	73605624	+	MIR590	Y
chr7	73624086	73644164	+	LAT2	Y
chr7	73645831	73668788	-	RFC2	Y
chr7	73703804	73820273	+	CLIP2	Y
chr7	73868119	74016920	+	GTF2IRD1	Y
chr7	74071990	74175022	+	GTF2I	Y
chr7	74103270	74143256	-	LOC101926943	Y
chr7	74188308	74203720	+	NCF1	Y
chr7	74210482	74267872	-	GTF2IRD2	Y
chr7	74298091	74306731	-	STAG3L2	Y
chr7	74441223	74489717	-	RCC1L	N
chr7	74508346	74565623	+	GTF2IRD2	Y
chr7	74508346	74565623	+	GTF2IRD2B	Y
chr7	74572383	74587802	-	NCF1C	N
chr7	74800771	74867509	-	GATSL2	N
chr7	75024902	75034896	+	TRIM73	N
chr7	75039604	75046071	+	NSUN5P1	Y
chr7	75046059	75115565	-	POM121C	Y
chr7	75122946	75133628	+	SPDYE5	N
chr7	75137068	75157453	-	PMS2P3	N
chr7	75162618	75368290	-	HIP1	N
chr7	75398841	75419064	-	CCL26	N
chr7	75441113	75443033	-	CCL24	N
chr7	75508316	75518244	+	RHBDD2	N
chr7	75544419	75616173	+	POR	Y
chr7	75544514	75544587	+	MIR4651	Y
chr7	75573100	75573234	+	SNORA14A	Y
chr7	75616154	75623992	-	TMEM120A	Y
chr7	75625654	75677321	-	STYXL1	N
chr7	75677336	75696827	+	MDH2	N
chr7	75721380	75738080	-	GTF2IP7	N
chr7	75831210	75916609	+	SRRM3	N
chr7	75931874	75933614	+	HSPB1	N
chr7	75956107	75988342	-	YWHAG	N
chr7	76018645	76039012	-	SSC4D	Y
chr7	76026840	76071388	+	ZP3	Y
chr7	76090971	76135312	+	DTX2	Y
chr7	76099336	76104317	-	FDPSP2	Y
chr7	76139739	76157199	+	UPK3B	N
chr7	76178657	76257299	+	LOC100133091	Y
chr7	76239302	76256620	-	POMZP3	Y
chr7	76610138	76653076	+	DTX2P1-UPK3BP1-PMS2P11	N
chr7	76668796	76682355	+	PMS2P9	N
chr7	76751933	76924521	+	CCDC146	Y
chr7	76822687	76829150	-	FGL2	Y
chr7	76940067	77045717	-	GSAP	Y
chr7	77044514	77054760	+	LOC101927243	Y
chr7	77166772	77269388	+	PTPN12	N
chr7	77286976	77326662	-	APTR	Y
chr7	77325742	77409120	+	RSBN1L	Y
chr7	77423044	77427747	-	TMEM60	N
chr7	77428108	77586821	+	PHTF2	N
chr7	77646373	79082890	-	MAGI2	Y
chr7	77976558	77988770	+	RPL13AP17	Y
chr7	78638303	78641593	+	MAGI2-AS2	Y
chr7	79082272	79100524	+	MAGI2-AS3	Y
chr7	79764139	79848725	+	GNAI1	N
chr7	80000832	80003755	-	LOC101927269	N
chr7	80087950	80141325	-	GNAT3	N
chr7	80231503	80308593	+	CD36	N
chr7	80371853	80548667	-	SEMA3C	N
chr7	81145062	81191135	-	LOC105369146	N
chr7	81205701	81320722	-	LOC100128317	N
chr7	81328323	81399514	-	HGF	N
chr7	81575759	82073122	-	CACNA2D1	Y
chr7	81638492	81659271	+	LOC101927356	Y
chr7	82383320	82792197	-	PCLO	N
chr7	82993221	83278479	-	SEMA3E	N
chr7	83587658	83824217	-	SEMA3A	N
chr7	84161791	84213634	+	LOC101927378	N
chr7	84624871	84751247	-	SEMA3D	N
chr7	85050437	85118654	+	LINC00972	N
chr7	86273229	86494192	+	GRM3	N
chr7	86506221	86689014	-	KIAA1324L	N
chr7	86780738	86781809	-	LOC101927420	Y
chr7	86781676	86825648	+	DMTF1	Y
chr7	86825477	86849031	-	TMEM243	Y
chr7	86954663	86974808	-	TP53TG1	N
chr7	86974950	87029112	+	CROT	N
chr7	87031360	87105019	-	ABCB4	N
chr7	87133178	87342639	-	ABCB1	Y
chr7	87257728	87461613	+	RUNDC3B	Y
chr7	87463813	87505692	-	SLC25A40	Y
chr7	87505543	87538856	+	DBF4	Y
chr7	87563457	87832204	+	ADAM22	N
chr7	87834431	87856308	-	SRI	Y
chr7	87845974	87848539	+	LOC102723885	Y
chr7	87905743	87936228	-	STEAP4	N
chr7	88388681	88966371	+	ZNF804B	Y
chr7	88423419	88425031	-	C7orf62	Y
chr7	89511666	89840949	-	STEAP2-AS1	Y
chr7	89748713	89754914	+	DPY19L2P4	Y
chr7	89783688	89794141	+	STEAP1	Y
chr7	89840999	89866992	+	STEAP2	N
chr7	89874487	89940377	+	CFAP69	N
chr7	89964536	89973408	+	LOC101927446	N
chr7	89975978	90020769	+	GTPBP10	N
chr7	90025605	90027550	+	LOC101409256	N
chr7	90032647	90045268	+	CLDN12	N
chr7	90225675	90839905	+	CDK14	N
chr7	90893782	90898132	+	FZD1	N
chr7	91502190	91510034	-	MTERF1	N
chr7	91570188	91739987	+	AKAP9	N
chr7	91741462	91764059	-	CYP51A1	Y
chr7	91763876	91810039	+	CYP51A1-AS1	Y
chr7	91774197	91794590	-	LRRD1	Y
chr7	91828282	91875414	-	KRIT1	N
chr7	91875547	92030698	+	ANKIB1	N
chr7	92041863	92066628	-	LOC105375396	N
chr7	92076761	92089381	+	GATAD1	N
chr7	92116336	92157845	-	PEX1	N
chr7	92158086	92169795	+	RBM48	N
chr7	92190071	92219708	-	FAM133B	Y
chr7	92190367	92219696	-	FAM133DP	Y
chr7	92234234	92465941	-	CDK6	Y
chr7	92465796	92546501	+	LOC101927497	Y
chr7	92728825	92747336	-	SAMD9	N
chr7	92759366	92777701	-	SAMD9L	N
chr7	92817898	92855832	-	HEPACAM2	N
chr7	92861652	92990435	+	VPS50	N
chr7	93053798	93204042	-	CALCR	Y
chr7	93112071	93112167	-	MIR653	Y
